"","state","age","total_cit","total_register","percent_register","percent_register_cit","total_vote","percent_vote","percent_vote_cit","year"
"2","US","Total",228832,153066,61.3,66.9,122281,49,53.4,"2018"
"3","US","18 to 24",26950,13241,45.7,49.1,8726,30.1,32.4,"2018"
"4","US","25 to 34",39280,23342,52.1,59.4,16545,37,42.1,"2018"
"5","US","35 to 44",35403,23383,57.3,66,18041,44.2,51,"2018"
"6","US","45 to 64",77085,55032,66.1,71.4,45829,55,59.5,"2018"
"7","US","65+",50113,38068,73.3,76,33139,63.8,66.1,"2018"
"8","ALABAMA","Total",3609,2490,66.4,69,1830,48.8,50.7,"2018"
"9","ALABAMA","18 to 24",434,221,48.2,50.8,130,28.3,29.9,"2018"
"10","ALABAMA","25 to 34",619,425,64.4,68.6,262,39.8,42.4,"2018"
"11","ALABAMA","35 to 44",508,341,61.3,67.1,239,43,47.1,"2018"
"12","ALABAMA","45 to 64",1313,933,69.7,71.1,736,54.9,56,"2018"
"13","ALABAMA","65+",735,571,77.1,77.7,463,62.6,63.1,"2018"
"14","ALASKA","Total",497,337,64.4,67.7,263,50.2,52.8,"2018"
"15","ALASKA","18 to 24",69,36,48.3,NA,27,35.5,NA,"2018"
"16","ALASKA","25 to 34",99,57,55.1,58,39,37.5,39.6,"2018"
"17","ALASKA","35 to 44",72,52,68.1,NA,39,51.4,NA,"2018"
"18","ALASKA","45 to 64",167,121,69.8,72.7,98,56.8,59.1,"2018"
"19","ALASKA","65+",91,70,74.7,77,59,63,65,"2018"
"20","ARIZONA","Total",4757,3262,60.8,68.6,2800,52.2,58.9,"2018"
"21","ARIZONA","18 to 24",619,302,46.3,48.8,217,33.3,35,"2018"
"22","ARIZONA","25 to 34",729,360,41.1,49.4,287,32.8,39.4,"2018"
"23","ARIZONA","35 to 44",714,541,62,75.8,407,46.6,57,"2018"
"24","ARIZONA","45 to 64",1637,1229,67,75,1090,59.4,66.6,"2018"
"25","ARIZONA","65+",1057,830,73.7,78.5,799,71,75.6,"2018"
"26","ARKANSAS","Total",2158,1262,55.8,58.5,919,40.6,42.6,"2018"
"27","ARKANSAS","18 to 24",258,119,42.4,46.3,61,21.9,23.9,"2018"
"28","ARKANSAS","25 to 34",395,204,47.2,51.8,122,28,30.8,"2018"
"29","ARKANSAS","35 to 44",278,154,50.9,55.3,100,33.2,36.1,"2018"
"30","ARKANSAS","45 to 64",723,433,58.8,59.9,341,46.2,47.1,"2018"
"31","ARKANSAS","65+",505,352,69.3,69.7,295,58,58.4,"2018"
"32","CALIFORNIA","Total",25525,15690,51.9,61.5,13240,43.8,51.9,"2018"
"33","CALIFORNIA","18 to 24",3100,1407,41.6,45.4,1096,32.4,35.3,"2018"
"34","CALIFORNIA","25 to 34",4734,2706,46.2,57.2,2045,34.9,43.2,"2018"
"35","CALIFORNIA","35 to 44",4187,2444,44.5,58.4,2058,37.5,49.2,"2018"
"36","CALIFORNIA","45 to 64",8415,5554,55.7,66,4792,48,56.9,"2018"
"37","CALIFORNIA","65+",5089,3580,64.7,70.3,3248,58.7,63.8,"2018"
"38","COLORADO","Total",4029,2645,60.8,65.6,2342,53.8,58.1,"2018"
"39","COLORADO","18 to 24",404,228,52.2,56.4,166,38,41.1,"2018"
"40","COLORADO","25 to 34",751,433,50.4,57.7,367,42.7,48.8,"2018"
"41","COLORADO","35 to 44",763,509,60.5,66.7,432,51.3,56.6,"2018"
"42","COLORADO","45 to 64",1312,876,63.1,66.8,797,57.4,60.8,"2018"
"43","COLORADO","65+",798,598,72.3,75,580,70.1,72.7,"2018"
"44","CONNECTICUT","Total",2539,1726,60.9,68,1370,48.3,54,"2018"
"45","CONNECTICUT","18 to 24",219,112,47.8,51.2,77,32.7,35.1,"2018"
"46","CONNECTICUT","25 to 34",481,261,47.4,54.2,177,32.1,36.7,"2018"
"47","CONNECTICUT","35 to 44",356,251,56.3,70.5,196,43.9,54.9,"2018"
"48","CONNECTICUT","45 to 64",917,642,63,70.1,539,52.8,58.8,"2018"
"49","CONNECTICUT","65+",565,459,78.8,81.3,382,65.5,67.5,"2018"
"50","DELAWARE","Total",713,472,62.4,66.3,369,48.8,51.8,"2018"
"51","DELAWARE","18 to 24",74,32,42.3,NA,23,29.8,NA,"2018"
"52","DELAWARE","25 to 34",112,68,50.9,60.3,42,31.7,37.5,"2018"
"53","DELAWARE","35 to 44",99,69,62.2,69,47,42.7,47.4,"2018"
"54","DELAWARE","45 to 64",261,183,67.8,69.9,154,57.3,59.1,"2018"
"55","DELAWARE","65+",166,121,72.3,73.1,103,61.2,61.9,"2018"
"56","DISTRICT OF COLUMBIA","Total",512,397,70,77.6,313,55.2,61.1,"2018"
"57","DISTRICT OF COLUMBIA","18 to 24",54,38,NA,NA,29,NA,NA,"2018"
"58","DISTRICT OF COLUMBIA","25 to 34",156,117,67.6,75.1,93,53.6,59.5,"2018"
"59","DISTRICT OF COLUMBIA","35 to 44",90,76,72.1,84.2,61,57.9,67.7,"2018"
"60","DISTRICT OF COLUMBIA","45 to 64",121,91,68.8,75.6,69,52.3,57.5,"2018"
"61","DISTRICT OF COLUMBIA","65+",91,75,79.1,82.9,60,63.7,66.7,"2018"
"62","FLORIDA","Total",15047,9435,56,62.7,7918,47,52.6,"2018"
"63","FLORIDA","18 to 24",1511,655,39.6,43.4,449,27.1,29.7,"2018"
"64","FLORIDA","25 to 34",2128,1160,45.3,54.5,852,33.3,40,"2018"
"65","FLORIDA","35 to 44",2223,1272,47.3,57.2,977,36.3,44,"2018"
"66","FLORIDA","45 to 64",5166,3472,60.9,67.2,2993,52.5,57.9,"2018"
"67","FLORIDA","65+",4018,2877,67.8,71.6,2647,62.4,65.9,"2018"
"68","GEORGIA","Total",7311,4840,61.7,66.2,4084,52,55.9,"2018"
"69","GEORGIA","18 to 24",978,516,49.8,52.8,359,34.6,36.7,"2018"
"70","GEORGIA","25 to 34",1232,746,56.4,60.5,576,43.6,46.8,"2018"
"71","GEORGIA","35 to 44",1207,801,59,66.3,685,50.5,56.7,"2018"
"72","GEORGIA","45 to 64",2398,1694,65.4,70.6,1489,57.5,62.1,"2018"
"73","GEORGIA","65+",1496,1084,70.2,72.5,976,63.2,65.2,"2018"
"74","HAWAII","Total",971,523,49.5,53.9,427,40.4,44,"2018"
"75","HAWAII","18 to 24",121,36,26.8,29.5,29,21.7,23.9,"2018"
"76","HAWAII","25 to 34",132,64,42.4,48.7,50,32.7,37.5,"2018"
"77","HAWAII","35 to 44",150,73,44.1,48.5,49,29.4,32.3,"2018"
"78","HAWAII","45 to 64",317,192,55.4,60.5,159,45.9,50,"2018"
"79","HAWAII","65+",251,159,60.9,63.4,141,54.3,56.5,"2018"
"80","IDAHO","Total",1226,743,57.2,60.6,587,45.2,47.9,"2018"
"81","IDAHO","18 to 24",165,53,30.2,32.4,35,19.9,21.4,"2018"
"82","IDAHO","25 to 34",176,96,47.3,54.2,62,30.9,35.3,"2018"
"83","IDAHO","35 to 44",206,133,58.4,64.4,100,43.8,48.3,"2018"
"84","IDAHO","45 to 64",428,284,64.9,66.2,232,53,54.1,"2018"
"85","IDAHO","65+",250,177,69.2,70.7,158,61.7,63.1,"2018"
"86","ILLINOIS","Total",8947,6068,62.4,67.8,4740,48.7,53,"2018"
"87","ILLINOIS","18 to 24",1098,531,44.3,48.4,339,28.3,30.9,"2018"
"88","ILLINOIS","25 to 34",1514,955,55.5,63.1,650,37.8,42.9,"2018"
"89","ILLINOIS","35 to 44",1404,923,58.1,65.7,680,42.9,48.4,"2018"
"90","ILLINOIS","45 to 64",3152,2317,68,73.5,1920,56.3,60.9,"2018"
"91","ILLINOIS","65+",1778,1343,73.9,75.5,1151,63.3,64.7,"2018"
"92","INDIANA","Total",4792,3131,62.5,65.3,2364,47.2,49.3,"2018"
"93","INDIANA","18 to 24",583,288,44.2,49.4,181,27.8,31.1,"2018"
"94","INDIANA","25 to 34",785,437,52.4,55.7,285,34.2,36.3,"2018"
"95","INDIANA","35 to 44",756,515,65,68.1,358,45.2,47.3,"2018"
"96","INDIANA","45 to 64",1688,1156,66.2,68.5,959,55,56.8,"2018"
"97","INDIANA","65+",980,735,74.8,75.1,580,59,59.2,"2018"
"98","IOWA","Total",2239,1658,69.8,74,1335,56.2,59.6,"2018"
"99","IOWA","18 to 24",259,133,46.3,51.3,89,30.9,34.2,"2018"
"100","IOWA","25 to 34",402,273,61.4,68.1,192,43.2,47.9,"2018"
"101","IOWA","35 to 44",306,228,66.8,74.3,174,51,56.8,"2018"
"102","IOWA","45 to 64",732,557,72.9,76,462,60.5,63.1,"2018"
"103","IOWA","65+",539,467,86.5,86.5,418,77.4,77.4,"2018"
"104","KANSAS","Total",2026,1449,67.4,71.5,1152,53.6,56.9,"2018"
"105","KANSAS","18 to 24",246,152,58.1,62,93,35.4,37.7,"2018"
"106","KANSAS","25 to 34",319,175,48.8,54.7,134,37.3,41.8,"2018"
"107","KANSAS","35 to 44",335,234,61.8,69.8,180,47.5,53.7,"2018"
"108","KANSAS","45 to 64",700,540,74.6,77.1,447,61.8,63.9,"2018"
"109","KANSAS","65+",426,349,81.5,81.9,299,69.9,70.2,"2018"
"110","KENTUCKY","Total",3249,2389,70.9,73.5,1746,51.8,53.8,"2018"
"111","KENTUCKY","18 to 24",413,228,52.2,55.2,100,22.9,24.2,"2018"
"112","KENTUCKY","25 to 34",507,332,61.6,65.6,236,43.7,46.5,"2018"
"113","KENTUCKY","35 to 44",484,344,66.4,71.1,242,46.8,50.1,"2018"
"114","KENTUCKY","45 to 64",1048,836,77.5,79.8,662,61.3,63.1,"2018"
"115","KENTUCKY","65+",798,649,81.4,81.4,507,63.5,63.5,"2018"
"116","LOUISIANA","Total",3326,2263,65.4,68,1656,47.9,49.8,"2018"
"117","LOUISIANA","18 to 24",390,202,49.3,51.7,98,24,25.2,"2018"
"118","LOUISIANA","25 to 34",549,335,57.2,61.1,217,37,39.5,"2018"
"119","LOUISIANA","35 to 44",573,376,61.9,65.5,257,42.2,44.8,"2018"
"120","LOUISIANA","45 to 64",1112,791,69.1,71.1,633,55.3,56.9,"2018"
"121","LOUISIANA","65+",702,560,78.7,79.7,452,63.5,64.3,"2018"
"122","MAINE","Total",1056,828,77.1,78.4,693,64.5,65.6,"2018"
"123","MAINE","18 to 24",89,46,51.5,51.5,26,29.2,29.2,"2018"
"124","MAINE","25 to 34",171,108,61.9,63.2,88,50.3,51.3,"2018"
"125","MAINE","35 to 44",148,122,81.5,82.1,93,62.4,62.9,"2018"
"126","MAINE","45 to 64",378,317,82.5,83.9,273,70.9,72.1,"2018"
"127","MAINE","65+",270,235,85.3,87.1,213,77.3,78.9,"2018"
"128","MARYLAND","Total",4281,3095,66.3,72.3,2320,49.7,54.2,"2018"
"129","MARYLAND","18 to 24",584,354,54.2,60.6,220,33.7,37.7,"2018"
"130","MARYLAND","25 to 34",690,477,61.2,69.2,302,38.7,43.8,"2018"
"131","MARYLAND","35 to 44",616,444,64.5,72.1,340,49.3,55.2,"2018"
"132","MARYLAND","45 to 64",1486,1101,68.6,74.1,902,56.2,60.7,"2018"
"133","MARYLAND","65+",906,719,76.6,79.4,556,59.2,61.4,"2018"
"134","MASSACHUSETTS","Total",4919,3345,61.3,68,2731,50,55.5,"2018"
"135","MASSACHUSETTS","18 to 24",556,240,37.3,43.2,188,29.3,33.9,"2018"
"136","MASSACHUSETTS","25 to 34",905,549,52.8,60.6,417,40.2,46.1,"2018"
"137","MASSACHUSETTS","35 to 44",666,429,52.8,64.4,324,39.8,48.6,"2018"
"138","MASSACHUSETTS","45 to 64",1729,1326,70.9,76.7,1121,59.9,64.9,"2018"
"139","MASSACHUSETTS","65+",1063,801,73.2,75.4,681,62.2,64.1,"2018"
"140","MICHIGAN","Total",7430,5453,71.2,73.4,4418,57.7,59.5,"2018"
"141","MICHIGAN","18 to 24",825,455,54.1,55.1,279,33.2,33.9,"2018"
"142","MICHIGAN","25 to 34",1249,823,63.3,65.9,589,45.3,47.2,"2018"
"143","MICHIGAN","35 to 44",1077,793,68.8,73.6,625,54.3,58.1,"2018"
"144","MICHIGAN","45 to 64",2673,2071,75.8,77.5,1733,63.4,64.8,"2018"
"145","MICHIGAN","65+",1605,1311,80.4,81.7,1190,73,74.1,"2018"
"146","MINNESOTA","Total",4006,3000,70.8,74.9,2523,59.5,63,"2018"
"147","MINNESOTA","18 to 24",410,210,47.8,51.2,175,39.9,42.7,"2018"
"148","MINNESOTA","25 to 34",696,434,54.7,62.4,330,41.5,47.4,"2018"
"149","MINNESOTA","35 to 44",653,502,72.5,76.9,419,60.6,64.2,"2018"
"150","MINNESOTA","45 to 64",1461,1155,76,79,981,64.6,67.1,"2018"
"151","MINNESOTA","65+",785,699,88.1,89,618,77.9,78.7,"2018"
"152","MISSISSIPPI","Total",2178,1599,72.9,73.4,1180,53.8,54.2,"2018"
"153","MISSISSIPPI","18 to 24",269,123,45.7,45.7,72,26.7,26.7,"2018"
"154","MISSISSIPPI","25 to 34",354,253,69.5,71.5,133,36.5,37.6,"2018"
"155","MISSISSIPPI","35 to 44",353,267,75.7,75.7,187,53.1,53.1,"2018"
"156","MISSISSIPPI","45 to 64",722,571,78.5,79.1,472,64.9,65.4,"2018"
"157","MISSISSIPPI","65+",481,385,80.1,80.1,316,65.8,65.8,"2018"
"158","MISSOURI","Total",4564,3299,70.6,72.3,2509,53.7,55,"2018"
"159","MISSOURI","18 to 24",488,307,58.8,62.9,202,38.7,41.4,"2018"
"160","MISSOURI","25 to 34",774,544,67.6,70.2,373,46.3,48.1,"2018"
"161","MISSOURI","35 to 44",759,517,66.3,68.2,386,49.5,50.9,"2018"
"162","MISSOURI","45 to 64",1450,1064,72.8,73.4,832,56.9,57.4,"2018"
"163","MISSOURI","65+",1093,867,78.3,79.3,716,64.7,65.6,"2018"
"164","MONTANA","Total",812,579,70.4,71.3,518,63,63.8,"2018"
"165","MONTANA","18 to 24",81,41,49.7,50.5,32,38.3,38.9,"2018"
"166","MONTANA","25 to 34",144,89,60.9,62.3,71,48,49.2,"2018"
"167","MONTANA","35 to 44",124,90,70.6,72.4,76,59.8,61.3,"2018"
"168","MONTANA","45 to 64",253,192,75.5,75.8,178,70.1,70.3,"2018"
"169","MONTANA","65+",210,167,78.8,79.4,162,76.6,77.1,"2018"
"170","NEBRASKA","Total",1332,883,61.9,66.3,676,47.3,50.8,"2018"
"171","NEBRASKA","18 to 24",157,69,40.1,43.9,50,29.2,32,"2018"
"172","NEBRASKA","25 to 34",268,165,57.6,61.4,112,39.1,41.7,"2018"
"173","NEBRASKA","35 to 44",181,113,52.6,62.5,81,37.9,45,"2018"
"174","NEBRASKA","45 to 64",439,311,66.5,70.7,244,52.2,55.5,"2018"
"175","NEBRASKA","65+",286,226,78.5,79,189,65.5,66,"2018"
"176","NEVADA","Total",2067,1277,55,61.8,1006,43.3,48.7,"2018"
"177","NEVADA","18 to 24",238,119,45.7,49.9,77,29.7,32.4,"2018"
"178","NEVADA","25 to 34",373,192,44.3,51.5,115,26.6,30.9,"2018"
"179","NEVADA","35 to 44",323,191,51.3,59.3,141,37.8,43.7,"2018"
"180","NEVADA","45 to 64",687,452,57.2,65.8,372,47,54.2,"2018"
"181","NEVADA","65+",447,323,69.1,72.3,301,64.5,67.4,"2018"
"182","NEW HAMPSHIRE","Total",1025,726,67.2,70.8,576,53.3,56.2,"2018"
"183","NEW HAMPSHIRE","18 to 24",106,61,53.4,57.6,39,34.4,37.1,"2018"
"184","NEW HAMPSHIRE","25 to 34",138,84,55.3,61.1,61,39.9,44,"2018"
"185","NEW HAMPSHIRE","35 to 44",165,108,61.7,65.2,80,45.8,48.4,"2018"
"186","NEW HAMPSHIRE","45 to 64",387,298,73.7,76.8,241,59.6,62.1,"2018"
"187","NEW HAMPSHIRE","65+",228,175,74.9,76.8,155,66.3,68,"2018"
"188","NEW JERSEY","Total",6267,4297,61.3,68.6,3384,48.3,54,"2018"
"189","NEW JERSEY","18 to 24",738,350,43.1,47.4,237,29.2,32.1,"2018"
"190","NEW JERSEY","25 to 34",1030,670,54.2,65,435,35.2,42.2,"2018"
"191","NEW JERSEY","35 to 44",882,661,61.4,74.9,548,50.9,62,"2018"
"192","NEW JERSEY","45 to 64",2177,1573,66.6,72.3,1297,55,59.6,"2018"
"193","NEW JERSEY","65+",1440,1043,68.4,72.5,868,56.8,60.3,"2018"
"194","NEW MEXICO","Total",1485,916,58.1,61.7,715,45.3,48.1,"2018"
"195","NEW MEXICO","18 to 24",180,80,43.6,44.5,50,27.4,28,"2018"
"196","NEW MEXICO","25 to 34",261,148,52.2,56.9,97,34.1,37.2,"2018"
"197","NEW MEXICO","35 to 44",219,121,51.2,55,81,34.4,37,"2018"
"198","NEW MEXICO","45 to 64",489,311,59,63.7,263,49.8,53.7,"2018"
"199","NEW MEXICO","65+",336,255,74,75.9,224,64.8,66.5,"2018"
"200","NEW YORK","Total",13684,8553,55.3,62.5,6775,43.8,49.5,"2018"
"201","NEW YORK","18 to 24",1518,734,41.7,48.4,505,28.6,33.3,"2018"
"202","NEW YORK","25 to 34",2483,1302,44,52.4,958,32.4,38.6,"2018"
"203","NEW YORK","35 to 44",2005,1301,53.8,64.9,1005,41.5,50.1,"2018"
"204","NEW YORK","45 to 64",4437,2918,59.1,65.8,2341,47.4,52.8,"2018"
"205","NEW YORK","65+",3241,2297,67.6,70.9,1965,57.9,60.6,"2018"
"206","NORTH CAROLINA","Total",7444,5160,65.2,69.3,3899,49.3,52.4,"2018"
"207","NORTH CAROLINA","18 to 24",955,468,46.7,49,302,30.1,31.6,"2018"
"208","NORTH CAROLINA","25 to 34",1169,769,57.8,65.7,447,33.6,38.2,"2018"
"209","NORTH CAROLINA","35 to 44",1071,710,59.1,66.2,526,43.9,49.1,"2018"
"210","NORTH CAROLINA","45 to 64",2630,1905,69.5,72.4,1555,56.7,59.1,"2018"
"211","NORTH CAROLINA","65+",1618,1309,79.9,80.9,1069,65.2,66.1,"2018"
"212","NORTH DAKOTA","Total",541,397,70.9,73.4,335,59.8,61.9,"2018"
"213","NORTH DAKOTA","18 to 24",72,42,NA,NA,26,NA,NA,"2018"
"214","NORTH DAKOTA","25 to 34",113,78,64,68.9,60,49.4,53.2,"2018"
"215","NORTH DAKOTA","35 to 44",77,57,69.9,73.8,47,57.9,61.1,"2018"
"216","NORTH DAKOTA","45 to 64",162,125,75.3,76.7,112,67.9,69.1,"2018"
"217","NORTH DAKOTA","65+",118,96,81.6,81.8,90,76.1,76.4,"2018"
"218","OHIO","Total",8640,6062,68.3,70.2,4538,51.1,52.5,"2018"
"219","OHIO","18 to 24",1007,503,48.7,49.9,226,21.9,22.5,"2018"
"220","OHIO","25 to 34",1399,882,59.9,63,601,40.8,42.9,"2018"
"221","OHIO","35 to 44",1322,956,70.1,72.3,706,51.8,53.4,"2018"
"222","OHIO","45 to 64",3043,2238,71.6,73.6,1750,56,57.5,"2018"
"223","OHIO","65+",1869,1482,79,79.3,1254,66.9,67.1,"2018"
"224","OKLAHOMA","Total",2732,1777,62,65.1,1350,47.1,49.4,"2018"
"225","OKLAHOMA","18 to 24",287,110,35.6,38.2,65,21.1,22.6,"2018"
"226","OKLAHOMA","25 to 34",471,275,54.2,58.3,191,37.6,40.5,"2018"
"227","OKLAHOMA","35 to 44",469,305,59.8,64.9,202,39.7,43.1,"2018"
"228","OKLAHOMA","45 to 64",876,600,65.8,68.5,486,53.2,55.4,"2018"
"229","OKLAHOMA","65+",628,487,77.2,77.6,406,64.4,64.7,"2018"
"230","OREGON","Total",3138,2274,69.1,72.5,1918,58.2,61.1,"2018"
"231","OREGON","18 to 24",331,205,61.1,62,128,38.2,38.8,"2018"
"232","OREGON","25 to 34",585,403,64.4,68.9,334,53.3,57.1,"2018"
"233","OREGON","35 to 44",493,336,62.4,68.1,259,48.1,52.5,"2018"
"234","OREGON","45 to 64",929,708,72.6,76.2,633,64.9,68.1,"2018"
"235","OREGON","65+",799,622,76.2,77.8,564,69.1,70.6,"2018"
"236","PENNSYLVANIA","Total",9475,6469,65.2,68.3,5173,52.1,54.6,"2018"
"237","PENNSYLVANIA","18 to 24",1109,546,47.7,49.2,365,31.9,33,"2018"
"238","PENNSYLVANIA","25 to 34",1457,883,54.4,60.6,603,37.2,41.4,"2018"
"239","PENNSYLVANIA","35 to 44",1326,903,61.6,68.1,705,48.1,53.2,"2018"
"240","PENNSYLVANIA","45 to 64",3292,2437,72.1,74,2034,60.2,61.8,"2018"
"241","PENNSYLVANIA","65+",2291,1702,73.5,74.3,1465,63.2,63.9,"2018"
"242","RHODE ISLAND","Total",782,532,64.2,68,403,48.7,51.6,"2018"
"243","RHODE ISLAND","18 to 24",82,50,55.5,61.5,34,37.8,41.8,"2018"
"244","RHODE ISLAND","25 to 34",136,72,49.6,52.9,45,31,33.1,"2018"
"245","RHODE ISLAND","35 to 44",122,79,60.8,64.5,57,44.2,46.9,"2018"
"246","RHODE ISLAND","45 to 64",287,210,69.2,73.2,172,56.4,59.7,"2018"
"247","RHODE ISLAND","65+",155,121,75.7,78,95,59.8,61.6,"2018"
"248","SOUTH CAROLINA","Total",3769,2430,62.1,64.5,1836,46.9,48.7,"2018"
"249","SOUTH CAROLINA","18 to 24",378,176,44.9,46.4,91,23.3,24.1,"2018"
"250","SOUTH CAROLINA","25 to 34",720,407,54.1,56.6,228,30.3,31.7,"2018"
"251","SOUTH CAROLINA","35 to 44",500,323,58.1,64.6,265,47.7,53.1,"2018"
"252","SOUTH CAROLINA","45 to 64",1215,802,64.2,66.1,638,51.1,52.5,"2018"
"253","SOUTH CAROLINA","65+",956,721,74.8,75.5,613,63.6,64.2,"2018"
"254","SOUTH DAKOTA","Total",637,429,66.2,67.3,331,51,51.9,"2018"
"255","SOUTH DAKOTA","18 to 24",90,42,46.2,47.1,24,25.8,26.3,"2018"
"256","SOUTH DAKOTA","25 to 34",105,57,52.5,54.2,33,30.3,31.3,"2018"
"257","SOUTH DAKOTA","35 to 44",93,61,64.4,65.8,40,42.5,43.4,"2018"
"258","SOUTH DAKOTA","45 to 64",202,155,76.1,76.8,136,66.7,67.3,"2018"
"259","SOUTH DAKOTA","65+",148,114,75.9,77,98,65.5,66.4,"2018"
"260","TENNESSEE","Total",5016,3183,61.2,63.5,2487,47.8,49.6,"2018"
"261","TENNESSEE","18 to 24",593,265,44.1,44.7,184,30.7,31.1,"2018"
"262","TENNESSEE","25 to 34",833,466,50.8,55.9,338,36.8,40.5,"2018"
"263","TENNESSEE","35 to 44",784,533,64.1,68.1,388,46.6,49.5,"2018"
"264","TENNESSEE","45 to 64",1695,1143,65.8,67.4,916,52.7,54,"2018"
"265","TENNESSEE","65+",1111,776,69.6,69.8,661,59.4,59.5,"2018"
"266","TEXAS","Total",18374,11634,55.2,63.3,8886,42.2,48.4,"2018"
"267","TEXAS","18 to 24",2664,1217,42.3,45.7,718,25,27,"2018"
"268","TEXAS","25 to 34",3527,1835,43.8,52,1297,31,36.8,"2018"
"269","TEXAS","35 to 44",3053,1895,51.3,62.1,1388,37.6,45.5,"2018"
"270","TEXAS","45 to 64",5681,4061,61.9,71.5,3223,49.1,56.7,"2018"
"271","TEXAS","65+",3448,2627,70.1,76.2,2259,60.3,65.5,"2018"
"272","UTAH","Total",2109,1443,64.2,68.4,1214,54,57.6,"2018"
"273","UTAH","18 to 24",305,142,44,46.6,107,33.1,35.1,"2018"
"274","UTAH","25 to 34",423,248,52,58.5,181,37.9,42.6,"2018"
"275","UTAH","35 to 44",439,315,66.8,71.8,263,55.8,59.9,"2018"
"276","UTAH","45 to 64",581,456,75.3,78.5,399,65.8,68.6,"2018"
"277","UTAH","65+",361,282,76.3,78.2,265,71.8,73.5,"2018"
"278","VERMONT","Total",497,343,68.1,69,273,54.2,54.9,"2018"
"279","VERMONT","18 to 24",45,22,NA,NA,16,NA,NA,"2018"
"280","VERMONT","25 to 34",84,50,57.8,59,34,39.6,40.4,"2018"
"281","VERMONT","35 to 44",75,47,60.9,62.2,37,48.7,49.7,"2018"
"282","VERMONT","45 to 64",163,121,73.5,74.1,98,59.5,60,"2018"
"283","VERMONT","65+",129,104,80,80.8,88,67.5,68.2,"2018"
"284","VIRGINIA","Total",5773,4159,65.1,72,3319,52,57.5,"2018"
"285","VIRGINIA","18 to 24",558,313,50.6,56.1,221,35.8,39.7,"2018"
"286","VIRGINIA","25 to 34",1023,674,56.6,65.9,514,43.1,50.2,"2018"
"287","VIRGINIA","35 to 44",874,605,56.9,69.2,411,38.6,47,"2018"
"288","VIRGINIA","45 to 64",2070,1539,69.2,74.3,1298,58.4,62.7,"2018"
"289","VIRGINIA","65+",1249,1029,79.7,82.4,875,67.8,70.1,"2018"
"290","WASHINGTON","Total",5228,3852,66.7,73.7,3234,56,61.9,"2018"
"291","WASHINGTON","18 to 24",577,315,50.4,54.5,201,32.2,34.8,"2018"
"292","WASHINGTON","25 to 34",914,637,59.7,69.7,455,42.6,49.8,"2018"
"293","WASHINGTON","35 to 44",897,672,65,74.8,591,57.1,65.8,"2018"
"294","WASHINGTON","45 to 64",1798,1365,69.2,75.9,1185,60.1,65.9,"2018"
"295","WASHINGTON","65+",1041,864,80.1,83,802,74.3,77,"2018"
"296","WEST VIRGINIA","Total",1384,892,63.4,64.5,610,43.4,44.1,"2018"
"297","WEST VIRGINIA","18 to 24",159,79,47,49.8,36,21.3,22.6,"2018"
"298","WEST VIRGINIA","25 to 34",194,98,48.7,50.6,50,24.8,25.8,"2018"
"299","WEST VIRGINIA","35 to 44",197,120,59.9,60.6,73,36.7,37.1,"2018"
"300","WEST VIRGINIA","45 to 64",476,320,67,67.3,229,47.9,48.1,"2018"
"301","WEST VIRGINIA","65+",358,275,76.7,76.8,222,62,62.1,"2018"
"302","WISCONSIN","Total",4296,3129,70.5,72.8,2776,62.6,64.6,"2018"
"303","WISCONSIN","18 to 24",462,254,54,55,221,46.9,47.7,"2018"
"304","WISCONSIN","25 to 34",689,424,56.8,61.6,339,45.5,49.3,"2018"
"305","WISCONSIN","35 to 44",663,438,62.3,66.1,388,55.2,58.5,"2018"
"306","WISCONSIN","45 to 64",1467,1189,79.8,81,1056,70.9,72,"2018"
"307","WISCONSIN","65+",1015,824,80.3,81.2,772,75.2,76,"2018"
"308","WYOMING","Total",422,268,62.4,63.5,220,51.2,52.1,"2018"
"309","WYOMING","18 to 24",44,15,NA,NA,9,NA,NA,"2018"
"310","WYOMING","25 to 34",80,42,50.1,52.4,28,33.6,35.2,"2018"
"311","WYOMING","35 to 44",65,40,NA,NA,28,NA,NA,"2018"
"312","WYOMING","45 to 64",141,98,69.3,69.8,88,62,62.5,"2018"
"313","WYOMING","65+",93,73,77.3,78.1,67,71.1,71.8,"2018"
